id,name,age,salary,city,score,join_date,comment
***-***-4914,T***,-5.0,,LO***,64.92,***-***-5-10,
***-***-4915,M***,40.0,***-***-00.0,,48.87,***-***-3-40,
***-***-4916,I***,,,PU***,82.73,,???
***-***-4917,S***,20.0,***-***-00.0,KO***,36.55,***-***-date,
***-***-4918,I***,,***-***-00.0,CH***,82.91,***-***-date,#na#
***-***-4919,W***,40.0,***-***-00.0,MU***,70.87,***-***-date,???
***-***-4920,V***,25.0,***-***-00.0,HY***,5.44,,#na#
***-***-4921,J***,,***-***-00.0,PU***,30.13,***-***-3-40,bad
***-***-4922,D***,-5.0,***-***-00.0,CH***,98.18,,
***-***-4923,O***,,***-***-00.0,BA***,61.98,***-***-date,good
***-***-4924,A***,999.0,***-***-00.0,PU***,95.12,***-***-3-40,
***-***-4925,H***,25.0,***-***-00.0,HY***,23.45,,excellent!!!
***-***-4926,M***,,***-***-00.0,HY***,45.81,***-***-3-40,avg
***-***-4927,F***,-5.0,***-***-00.0,,38.39,***-***-1-01,excellent!!!
***-***-4928,N***,30.0,***-***-00.0,LO***,35.93,***-***-5-10,
***-***-4929,,25.0,***-***-00.0,NY***,83.27,***-***-date,#na#
***-***-4930,D***,-5.0,***-***-00.0,PU***,94.57,***-***-date,???
***-***-4931,T***,40.0,***-***-00.0,BA***,1.52,***-***-1-01,good
***-***-4932,H***,20.0,***-***-00.0,BA***,79.86,***-***-3-40,???
***-***-4933,W***,30.0,***-***-00.0,BA***,64.52,***-***-date,avg
***-***-4934,N***,999.0,***-***-00.0,HY***,33.44,***-***-date,good
***-***-4935,D***,999.0,***-***-00.0,CH***,33.53,,bad
***-***-4936,N***,-5.0,***-***-00.0,PU***,46.27,***-***-5-10,avg
***-***-4937,L***,999.0,***-***-00.0,LO***,8.35,***-***-5-10,avg
***-***-4938,O***,,***-***-00.0,BA***,96.69,,???
***-***-4939,G***,40.0,***-***-00.0,BA***,32.62,,avg
***-***-4940,F***,35.0,***-***-00.0,HY***,51.8,,avg
***-***-4941,H***,,***-***-00.0,KO***,84.86,,#na#
***-***-4942,I***,35.0,***-***-00.0,BA***,,***-***-3-40,excellent!!!
***-***-4943,V***,20.0,***-***-00.0,MU***,55.12,***-***-3-40,#na#
***-***-4944,E***,,***-***-00.0,DE***,17.5,,
***-***-4945,O***,35.0,,CH***,7.59,***-***-5-10,
***-***-4946,,35.0,***-***-00.0,,42.26,***-***-5-10,excellent!!!
***-***-4947,H***,40.0,***-***-00.0,,6.66,***-***-3-40,
***-***-4948,L***,35.0,***-***-00.0,,47.37,***-***-date,excellent!!!
***-***-4949,G***,30.0,***-***-00.0,KO***,,***-***-3-40,excellent!!!
***-***-4950,K***,999.0,,LO***,28.94,***-***-date,#na#
***-***-4951,S***,,***-***-00.0,DE***,49.4,***-***-5-10,avg
***-***-4952,M***,30.0,,HY***,58.15,***-***-1-01,bad
***-***-4953,L***,-5.0,***-***-00.0,PU***,13.01,,good
***-***-4954,,999.0,***-***-00.0,NY***,45.36,***-***-3-40,good
***-***-4955,M***,25.0,***-***-00.0,DE***,10.13,***-***-5-10,
***-***-4956,F***,,,BA***,44.67,,avg
***-***-4957,J***,20.0,***-***-00.0,,0.97,***-***-1-01,
***-***-4958,K***,,***-***-00.0,CH***,87.32,***-***-1-01,good
***-***-4959,E***,20.0,***-***-00.0,,,***-***-date,bad
***-***-4960,H***,20.0,***-***-00.0,,19.48,,#na#
***-***-4961,A***,30.0,***-***-00.0,MU***,70.15,***-***-5-10,excellent!!!
***-***-4962,G***,20.0,***-***-00.0,HY***,7.94,***-***-5-10,good
***-***-4963,D***,-5.0,***-***-00.0,MU***,87.14,***-***-5-10,
***-***-4964,,-5.0,***-***-00.0,NY***,11.35,***-***-3-40,bad
***-***-4965,E***,999.0,***-***-00.0,HY***,6.21,***-***-3-40,
***-***-4966,D***,,***-***-00.0,NY***,,***-***-1-01,avg
***-***-4967,,30.0,***-***-00.0,LO***,99.87,***-***-1-01,good
***-***-4968,I***,20.0,***-***-00.0,KO***,40.32,***-***-5-10,avg
***-***-4969,H***,-5.0,***-***-00.0,,55.82,***-***-date,excellent!!!
***-***-4970,H***,30.0,***-***-00.0,PU***,88.99,***-***-1-01,
***-***-4971,G***,-5.0,***-***-00.0,DE***,52.02,***-***-1-01,bad
***-***-4972,W***,35.0,***-***-00.0,LO***,46.93,***-***-1-01,excellent!!!
***-***-4973,T***,,***-***-00.0,LO***,,***-***-date,excellent!!!
***-***-4974,U***,999.0,***-***-00.0,BA***,87.44,***-***-1-01,excellent!!!
***-***-4975,N***,-5.0,***-***-00.0,KO***,65.22,***-***-5-10,???
***-***-4976,W***,40.0,***-***-00.0,CH***,47.75,***-***-1-01,excellent!!!
***-***-4977,T***,30.0,***-***-00.0,,34.99,***-***-1-01,excellent!!!
***-***-4978,V***,20.0,,HY***,69.58,,avg
***-***-4979,T***,,***-***-00.0,NY***,41.76,***-***-date,avg
***-***-4980,K***,999.0,***-***-00.0,DE***,76.55,,good
***-***-4981,Z***,25.0,***-***-00.0,BA***,25.53,***-***-1-01,excellent!!!
***-***-4982,,,***-***-00.0,,49.46,***-***-5-10,excellent!!!
***-***-4983,N***,20.0,***-***-00.0,MU***,,***-***-date,excellent!!!
***-***-4984,K***,35.0,***-***-00.0,HY***,11.58,***-***-date,avg
***-***-4985,U***,20.0,***-***-00.0,PU***,62.05,,good
***-***-4986,X***,25.0,***-***-00.0,,65.76,,???
***-***-4987,P***,35.0,***-***-00.0,LO***,68.1,***-***-1-01,???
***-***-4988,K***,-5.0,***-***-00.0,NY***,94.27,***-***-date,bad
***-***-4989,D***,25.0,***-***-00.0,HY***,28.04,***-***-1-01,#na#
***-***-4990,P***,30.0,***-***-00.0,NY***,16.77,,excellent!!!
***-***-4991,T***,35.0,***-***-00.0,,16.04,***-***-date,excellent!!!
***-***-4992,Y***,-5.0,***-***-00.0,CH***,88.42,***-***-1-01,good
***-***-4993,H***,20.0,***-***-00.0,,3.84,,bad
***-***-4994,Q***,20.0,***-***-00.0,HY***,28.99,***-***-date,bad
***-***-4995,M***,20.0,,BA***,73.27,***-***-1-01,
***-***-4996,X***,30.0,***-***-00.0,HY***,89.11,***-***-date,excellent!!!
***-***-4997,K***,-5.0,***-***-00.0,DE***,14.81,***-***-date,good
***-***-4998,U***,35.0,***-***-00.0,KO***,,***-***-date,good
***-***-4999,F***,999.0,***-***-00.0,MU***,96.17,***-***-date,bad
***-***-5000,U***,35.0,***-***-00.0,CH***,85.13,,excellent!!!
***-***-5001,K***,-5.0,***-***-00.0,CH***,3.76,***-***-3-40,#na#
***-***-5002,Q***,35.0,***-***-00.0,KO***,45.1,***-***-date,#na#
***-***-5003,K***,,***-***-00.0,KO***,98.27,***-***-5-10,#na#
***-***-5004,L***,40.0,***-***-00.0,PU***,82.24,***-***-date,excellent!!!
***-***-5005,A***,40.0,***-***-00.0,CH***,51.53,***-***-1-01,avg
***-***-5006,G***,25.0,***-***-00.0,HY***,35.47,***-***-1-01,
***-***-5007,Z***,40.0,***-***-00.0,,86.78,***-***-1-01,good
***-***-5008,V***,35.0,***-***-00.0,BA***,79.28,,#na#
***-***-5009,C***,-5.0,***-***-00.0,HY***,2.42,***-***-1-01,#na#
***-***-5010,D***,30.0,***-***-00.0,HY***,,***-***-1-01,#na#
***-***-5011,D***,,***-***-00.0,PU***,20.73,***-***-1-01,???
***-***-5012,R***,40.0,***-***-00.0,PU***,58.03,***-***-5-10,excellent!!!
***-***-5013,L***,40.0,***-***-00.0,,5.49,***-***-5-10,good
***-***-5014,T***,25.0,***-***-00.0,DE***,92.05,***-***-date,excellent!!!
***-***-5015,T***,30.0,***-***-00.0,DE***,43.45,***-***-5-10,good
***-***-5016,M***,30.0,***-***-00.0,LO***,91.73,***-***-date,
***-***-5017,B***,30.0,***-***-00.0,DE***,62.68,***-***-1-01,#na#
***-***-5018,S***,,***-***-00.0,CH***,16.49,***-***-5-10,???
***-***-5019,R***,20.0,***-***-00.0,HY***,,,excellent!!!
***-***-5020,L***,30.0,***-***-00.0,PU***,76.83,***-***-1-01,good
***-***-5021,P***,-5.0,***-***-00.0,DE***,,***-***-1-01,
***-***-5022,K***,40.0,***-***-00.0,HY***,63.39,***-***-date,bad
***-***-5023,L***,40.0,***-***-00.0,HY***,89.75,***-***-date,good
***-***-5024,C***,20.0,,LO***,43.64,,
***-***-5025,L***,999.0,***-***-00.0,HY***,12.9,***-***-3-40,#na#
***-***-5026,V***,20.0,***-***-00.0,PU***,93.38,***-***-5-10,bad
***-***-5027,Q***,999.0,***-***-00.0,NY***,57.5,,
***-***-5028,T***,-5.0,***-***-00.0,NY***,,,???
***-***-5029,Z***,35.0,***-***-00.0,HY***,7.87,***-***-date,
***-***-5030,E***,-5.0,***-***-00.0,BA***,86.95,***-***-1-01,#na#
***-***-5031,Z***,20.0,***-***-00.0,,92.36,***-***-1-01,good
***-***-5032,M***,35.0,***-***-00.0,KO***,97.3,,bad
***-***-5033,Z***,35.0,***-***-00.0,KO***,58.76,***-***-5-10,avg
***-***-5034,W***,999.0,***-***-00.0,LO***,3.36,***-***-date,#na#
***-***-5035,F***,-5.0,***-***-00.0,MU***,56.65,***-***-1-01,
***-***-5036,I***,999.0,***-***-00.0,CH***,88.52,***-***-date,
***-***-5037,Q***,-5.0,***-***-00.0,DE***,81.72,***-***-1-01,
***-***-5038,D***,25.0,***-***-00.0,BA***,16.05,***-***-3-40,bad
***-***-5039,S***,30.0,***-***-00.0,DE***,68.44,***-***-date,#na#
***-***-5040,,30.0,***-***-00.0,CH***,,,excellent!!!
***-***-5041,R***,35.0,***-***-00.0,HY***,30.33,,bad
***-***-5042,J***,-5.0,***-***-00.0,PU***,39.76,***-***-1-01,???
***-***-5043,A***,35.0,***-***-00.0,PU***,1.18,***-***-1-01,bad
***-***-5044,T***,30.0,,NY***,58.43,,excellent!!!
***-***-5045,F***,30.0,***-***-00.0,HY***,93.27,***-***-date,bad
***-***-5046,F***,20.0,***-***-00.0,,88.69,***-***-5-10,#na#
***-***-5047,L***,35.0,***-***-00.0,HY***,56.45,***-***-date,???
***-***-5048,T***,20.0,***-***-00.0,,31.96,***-***-1-01,bad
***-***-5049,E***,-5.0,***-***-00.0,BA***,29.44,,???
***-***-5050,A***,,***-***-00.0,MU***,40.97,***-***-3-40,excellent!!!
***-***-5051,P***,20.0,***-***-00.0,HY***,72.65,,#na#
***-***-5052,A***,,***-***-00.0,DE***,24.02,***-***-1-01,
***-***-5053,G***,-5.0,***-***-00.0,MU***,84.98,***-***-3-40,good
***-***-5054,P***,20.0,***-***-00.0,LO***,,***-***-5-10,avg
***-***-5055,,30.0,***-***-00.0,NY***,26.56,,
***-***-5056,Y***,999.0,***-***-00.0,DE***,94.39,,#na#
***-***-5057,V***,999.0,***-***-00.0,MU***,50.62,***-***-5-10,
***-***-5058,Z***,20.0,,LO***,46.12,***-***-1-01,#na#
***-***-5059,I***,-5.0,***-***-00.0,NY***,61.12,***-***-5-10,
***-***-5060,,20.0,***-***-00.0,CH***,,***-***-5-10,excellent!!!
***-***-5061,R***,30.0,***-***-00.0,LO***,54.76,***-***-5-10,avg
***-***-5062,M***,20.0,***-***-00.0,,28.06,,???
***-***-5063,S***,-5.0,***-***-00.0,DE***,,***-***-date,???
***-***-5064,R***,25.0,***-***-00.0,MU***,11.92,***-***-5-10,good
***-***-5065,X***,30.0,***-***-00.0,,41.99,***-***-date,bad
***-***-5066,Q***,25.0,***-***-00.0,PU***,11.67,***-***-3-40,excellent!!!
***-***-5067,J***,999.0,***-***-00.0,HY***,,***-***-date,avg
***-***-5068,A***,20.0,,,76.72,***-***-3-40,
***-***-5069,P***,40.0,,NY***,64.27,***-***-5-10,bad
***-***-5070,P***,20.0,***-***-00.0,NY***,1.65,***-***-5-10,excellent!!!
***-***-5071,N***,25.0,***-***-00.0,LO***,25.73,***-***-3-40,bad
***-***-5072,D***,30.0,***-***-00.0,NY***,38.7,***-***-5-10,avg
***-***-5073,L***,999.0,***-***-00.0,NY***,,***-***-date,???
***-***-5074,A***,,***-***-00.0,CH***,37.11,***-***-3-40,good
***-***-5075,D***,20.0,***-***-00.0,CH***,82.12,***-***-1-01,
***-***-5076,X***,20.0,***-***-00.0,HY***,60.43,,avg
***-***-5077,F***,35.0,***-***-00.0,PU***,32.3,***-***-1-01,good
***-***-5078,V***,25.0,***-***-00.0,HY***,2.9,***-***-date,good
***-***-5079,A***,,,,39.88,***-***-3-40,
***-***-5080,G***,999.0,***-***-00.0,MU***,17.01,***-***-5-10,#na#
***-***-5081,Y***,35.0,***-***-00.0,MU***,65.65,***-***-date,
***-***-5082,J***,40.0,***-***-00.0,NY***,41.52,***-***-5-10,#na#
***-***-5083,J***,35.0,***-***-00.0,DE***,,***-***-5-10,???
***-***-5084,B***,40.0,***-***-00.0,MU***,43.26,***-***-date,bad
***-***-5085,K***,-5.0,***-***-00.0,BA***,27.27,***-***-date,good
***-***-5086,E***,25.0,***-***-00.0,PU***,38.23,,#na#
***-***-5087,T***,25.0,***-***-00.0,LO***,26.14,,bad
***-***-5088,G***,35.0,***-***-00.0,HY***,37.92,***-***-3-40,
***-***-5089,N***,,***-***-00.0,NY***,69.39,***-***-date,
***-***-5090,G***,25.0,***-***-00.0,MU***,84.84,***-***-1-01,#na#
***-***-5091,N***,35.0,,PU***,55.67,***-***-5-10,good
***-***-5092,T***,,***-***-00.0,CH***,93.0,***-***-1-01,#na#
***-***-5093,E***,30.0,,NY***,17.6,,avg
***-***-5094,I***,-5.0,***-***-00.0,DE***,98.4,***-***-date,
***-***-5095,P***,40.0,***-***-00.0,PU***,70.72,***-***-date,bad
***-***-5096,O***,999.0,,PU***,68.61,***-***-5-10,#na#
***-***-5097,L***,25.0,***-***-00.0,CH***,6.87,***-***-3-40,#na#
***-***-5098,Q***,999.0,***-***-00.0,KO***,32.04,***-***-5-10,avg
***-***-5099,M***,30.0,,,50.41,,???
***-***-5100,L***,20.0,***-***-00.0,MU***,85.92,***-***-3-40,avg
***-***-5101,T***,30.0,***-***-00.0,,,***-***-5-10,???
***-***-5102,R***,999.0,***-***-00.0,LO***,87.79,***-***-1-01,???
***-***-5103,T***,35.0,***-***-00.0,PU***,57.91,***-***-3-40,
***-***-5104,K***,-5.0,***-***-00.0,BA***,72.39,***-***-3-40,bad
***-***-5105,A***,25.0,***-***-00.0,BA***,12.44,***-***-3-40,#na#
***-***-5106,B***,,***-***-00.0,PU***,,***-***-date,good
***-***-5107,W***,-5.0,***-***-00.0,KO***,20.43,***-***-1-01,
***-***-5108,X***,25.0,***-***-00.0,BA***,18.11,***-***-date,avg
***-***-5109,W***,40.0,***-***-00.0,DE***,42.76,***-***-1-01,excellent!!!
***-***-5110,A***,20.0,,PU***,40.48,***-***-date,#na#
***-***-5111,R***,999.0,***-***-00.0,DE***,51.35,***-***-5-10,#na#
***-***-5112,H***,30.0,***-***-00.0,BA***,,***-***-date,excellent!!!
***-***-5113,F***,40.0,***-***-00.0,KO***,8.9,***-***-date,#na#
***-***-5114,J***,-5.0,***-***-00.0,PU***,69.05,***-***-1-01,excellent!!!
***-***-5115,H***,25.0,***-***-00.0,HY***,,,???
***-***-5116,W***,25.0,***-***-00.0,LO***,,***-***-date,excellent!!!
***-***-5117,V***,30.0,***-***-00.0,KO***,80.5,***-***-date,???
***-***-5118,X***,35.0,***-***-00.0,HY***,44.87,***-***-3-40,???
***-***-5119,,,***-***-00.0,KO***,38.53,***-***-1-01,avg
***-***-5120,W***,25.0,***-***-00.0,NY***,57.43,***-***-5-10,good
***-***-5121,L***,-5.0,***-***-00.0,MU***,,***-***-date,avg
***-***-5122,V***,35.0,***-***-00.0,,95.07,***-***-date,good
***-***-5123,E***,,,CH***,54.1,***-***-3-40,
***-***-5124,,,***-***-00.0,,38.24,***-***-date,excellent!!!
***-***-5125,V***,-5.0,***-***-00.0,MU***,73.55,***-***-5-10,excellent!!!
***-***-5126,Q***,30.0,***-***-00.0,HY***,64.18,***-***-date,avg
***-***-5127,J***,40.0,***-***-00.0,DE***,55.28,***-***-date,excellent!!!
***-***-5128,C***,40.0,***-***-00.0,LO***,30.83,,
***-***-5129,W***,35.0,***-***-00.0,,,***-***-1-01,avg
***-***-5130,X***,-5.0,,HY***,45.99,,avg
***-***-5131,H***,999.0,***-***-00.0,MU***,,***-***-3-40,bad
***-***-5132,U***,35.0,***-***-00.0,HY***,41.25,***-***-date,#na#
***-***-5133,V***,25.0,***-***-00.0,NY***,55.44,***-***-1-01,bad
***-***-5134,Q***,35.0,***-***-00.0,KO***,,***-***-3-40,excellent!!!
***-***-5135,N***,25.0,***-***-00.0,PU***,45.28,***-***-date,bad
***-***-5136,M***,20.0,***-***-00.0,KO***,,***-***-3-40,???
***-***-5137,Q***,,,LO***,49.2,***-***-5-10,good
***-***-5138,I***,,***-***-00.0,CH***,17.92,***-***-3-40,avg
***-***-5139,E***,999.0,***-***-00.0,LO***,97.33,***-***-3-40,good
***-***-5140,A***,20.0,***-***-00.0,KO***,66.21,***-***-date,#na#
***-***-5141,N***,40.0,***-***-00.0,KO***,77.91,***-***-1-01,excellent!!!
***-***-5142,R***,25.0,***-***-00.0,KO***,,***-***-3-40,avg
***-***-5143,R***,-5.0,***-***-00.0,HY***,82.12,,good
***-***-5144,Z***,999.0,***-***-00.0,HY***,14.78,,
***-***-5145,F***,,***-***-00.0,DE***,95.84,***-***-3-40,???
***-***-5146,M***,40.0,***-***-00.0,KO***,42.41,***-***-5-10,
***-***-5147,O***,40.0,***-***-00.0,CH***,32.54,***-***-date,#na#
***-***-5148,N***,25.0,***-***-00.0,CH***,,***-***-date,bad
***-***-5149,L***,-5.0,,PU***,,***-***-date,
***-***-5150,M***,-5.0,***-***-00.0,KO***,63.12,,excellent!!!
***-***-5151,B***,-5.0,***-***-00.0,KO***,84.49,***-***-5-10,bad
***-***-5152,V***,,,NY***,43.36,***-***-date,#na#
***-***-5153,,30.0,***-***-00.0,KO***,59.53,***-***-3-40,
***-***-5154,L***,35.0,***-***-00.0,KO***,,***-***-3-40,#na#
***-***-5155,M***,25.0,***-***-00.0,DE***,72.52,***-***-date,bad
***-***-5156,Q***,999.0,***-***-00.0,CH***,,***-***-3-40,excellent!!!
***-***-5157,N***,,***-***-00.0,LO***,87.46,,excellent!!!
***-***-5158,O***,999.0,***-***-00.0,BA***,86.73,***-***-date,???
***-***-5159,A***,40.0,***-***-00.0,DE***,86.62,***-***-1-01,excellent!!!
***-***-5160,A***,-5.0,***-***-00.0,NY***,76.72,,bad
***-***-5161,G***,20.0,***-***-00.0,HY***,61.36,***-***-5-10,#na#
***-***-5162,S***,30.0,***-***-00.0,LO***,45.84,***-***-3-40,bad
***-***-5163,D***,999.0,***-***-00.0,NY***,57.45,,avg
***-***-5164,K***,20.0,***-***-00.0,PU***,31.9,***-***-date,#na#
***-***-5165,P***,25.0,***-***-00.0,DE***,70.17,***-***-5-10,avg
***-***-5166,U***,999.0,***-***-00.0,,42.04,***-***-date,
***-***-5167,E***,20.0,,HY***,53.92,***-***-3-40,avg
***-***-5168,W***,40.0,***-***-00.0,CH***,82.02,***-***-date,???
***-***-5169,E***,-5.0,***-***-00.0,,87.11,***-***-date,???
***-***-5170,Y***,40.0,***-***-00.0,LO***,14.15,***-***-date,#na#
***-***-5171,G***,35.0,***-***-00.0,NY***,12.11,***-***-3-40,
***-***-5172,F***,999.0,***-***-00.0,DE***,21.92,***-***-3-40,excellent!!!
***-***-5173,X***,40.0,***-***-00.0,LO***,94.63,***-***-date,bad
***-***-5174,V***,999.0,***-***-00.0,KO***,49.74,,
***-***-5175,K***,20.0,***-***-00.0,DE***,84.75,***-***-date,#na#
***-***-5176,K***,,***-***-00.0,LO***,69.47,***-***-1-01,avg
***-***-5177,,40.0,***-***-00.0,NY***,34.9,***-***-5-10,bad
***-***-5178,R***,999.0,***-***-00.0,LO***,,***-***-date,bad
***-***-5179,X***,35.0,***-***-00.0,HY***,10.91,,bad
***-***-5180,O***,,***-***-00.0,MU***,46.63,,bad
***-***-5181,H***,40.0,***-***-00.0,CH***,80.15,***-***-3-40,???
***-***-5182,U***,25.0,***-***-00.0,KO***,53.9,,#na#
***-***-5183,Y***,,***-***-00.0,BA***,21.54,***-***-1-01,???
***-***-5184,C***,35.0,***-***-00.0,CH***,,,good
***-***-5185,C***,20.0,***-***-00.0,CH***,21.67,***-***-1-01,excellent!!!
***-***-5186,Q***,,***-***-00.0,PU***,96.88,,good
***-***-5187,W***,35.0,***-***-00.0,LO***,12.74,***-***-5-10,???
***-***-5188,V***,999.0,***-***-00.0,HY***,13.6,***-***-5-10,bad
***-***-5189,L***,35.0,***-***-00.0,NY***,53.78,,excellent!!!
***-***-5190,T***,-5.0,***-***-00.0,DE***,83.0,,
***-***-5191,I***,-5.0,***-***-00.0,LO***,33.56,,???
***-***-5192,M***,30.0,***-***-00.0,NY***,44.72,,
***-***-5193,E***,,,KO***,38.57,***-***-date,avg
***-***-5194,E***,35.0,***-***-00.0,DE***,77.5,,#na#
***-***-5195,Z***,30.0,***-***-00.0,HY***,14.37,***-***-date,avg
***-***-5196,K***,25.0,***-***-00.0,PU***,24.19,***-***-5-10,excellent!!!
***-***-5197,Y***,40.0,***-***-00.0,PU***,9.0,***-***-5-10,good
***-***-5198,I***,999.0,***-***-00.0,HY***,15.68,***-***-date,???
***-***-5199,G***,999.0,***-***-00.0,MU***,61.77,***-***-date,???
***-***-5200,F***,,,NY***,28.33,***-***-5-10,#na#
***-***-5201,Q***,25.0,,KO***,78.43,***-***-5-10,bad
***-***-5202,O***,30.0,***-***-00.0,LO***,8.52,***-***-date,bad
***-***-5203,D***,999.0,***-***-00.0,,84.51,,good
***-***-5204,Y***,-5.0,***-***-00.0,DE***,53.08,,#na#
***-***-5205,O***,35.0,***-***-00.0,BA***,54.31,***-***-date,???
***-***-5206,V***,20.0,***-***-00.0,DE***,11.03,***-***-date,???
***-***-5207,,999.0,***-***-00.0,LO***,4.76,***-***-5-10,
***-***-5208,I***,40.0,***-***-00.0,LO***,74.35,***-***-3-40,
***-***-5209,Y***,35.0,***-***-00.0,DE***,54.03,,bad
***-***-5210,H***,35.0,***-***-00.0,PU***,7.17,,#na#
***-***-5211,S***,-5.0,***-***-00.0,LO***,56.52,***-***-3-40,
***-***-5212,I***,40.0,***-***-00.0,NY***,98.72,,#na#
***-***-5213,Z***,20.0,***-***-00.0,CH***,2.1,***-***-date,???
***-***-5214,O***,30.0,***-***-00.0,KO***,,***-***-3-40,#na#
***-***-5215,V***,,***-***-00.0,,43.35,***-***-3-40,???
***-***-5216,I***,,***-***-00.0,LO***,61.36,***-***-5-10,???
***-***-5217,G***,30.0,***-***-00.0,,31.62,***-***-1-01,avg
***-***-5218,H***,40.0,***-***-00.0,KO***,28.65,***-***-3-40,
***-***-5219,S***,20.0,***-***-00.0,NY***,53.29,***-***-1-01,???
***-***-5220,C***,20.0,***-***-00.0,NY***,50.3,***-***-3-40,#na#
***-***-5221,S***,35.0,***-***-00.0,PU***,0.4,***-***-1-01,
***-***-5222,S***,,***-***-00.0,MU***,63.75,***-***-date,avg
***-***-5223,S***,35.0,***-***-00.0,CH***,98.92,***-***-1-01,bad
***-***-5224,M***,30.0,,LO***,1.36,***-***-5-10,avg
***-***-5225,O***,40.0,***-***-00.0,CH***,34.56,***-***-date,good
***-***-5226,Q***,40.0,***-***-00.0,BA***,49.72,***-***-3-40,#na#
***-***-5227,M***,,,DE***,,***-***-5-10,good
***-***-5228,O***,-5.0,***-***-00.0,HY***,22.69,,
***-***-5229,Y***,999.0,***-***-00.0,DE***,55.67,***-***-date,avg
***-***-5230,E***,35.0,***-***-00.0,NY***,89.41,,avg
***-***-5231,N***,35.0,,,73.58,***-***-3-40,good
***-***-5232,X***,,***-***-00.0,BA***,14.65,***-***-3-40,excellent!!!
***-***-5233,U***,25.0,***-***-00.0,DE***,72.47,***-***-1-01,avg
***-***-5234,U***,999.0,***-***-00.0,HY***,82.14,***-***-3-40,
***-***-5235,T***,999.0,,HY***,59.71,***-***-1-01,#na#
***-***-5236,X***,20.0,***-***-00.0,CH***,78.61,,good
***-***-5237,J***,-5.0,,BA***,61.41,***-***-1-01,excellent!!!
***-***-5238,T***,-5.0,***-***-00.0,PU***,47.54,***-***-date,
***-***-5239,R***,35.0,***-***-00.0,KO***,,,good
***-***-5240,O***,999.0,***-***-00.0,,10.52,***-***-1-01,avg
***-***-5241,N***,999.0,***-***-00.0,CH***,16.76,***-***-3-40,#na#
***-***-5242,F***,-5.0,***-***-00.0,LO***,,***-***-date,
***-***-5243,J***,35.0,***-***-00.0,LO***,4.99,***-***-date,#na#
***-***-5244,L***,-5.0,***-***-00.0,LO***,82.57,,good
***-***-5245,M***,999.0,***-***-00.0,NY***,44.43,***-***-3-40,???
***-***-5246,W***,999.0,***-***-00.0,LO***,57.83,***-***-date,
***-***-5247,H***,-5.0,***-***-00.0,MU***,98.71,***-***-1-01,???
***-***-5248,K***,25.0,***-***-00.0,,36.58,***-***-1-01,
***-***-5249,Q***,-5.0,***-***-00.0,MU***,65.36,,good
***-***-5250,X***,25.0,***-***-00.0,LO***,98.16,***-***-3-40,avg
***-***-5251,N***,35.0,***-***-00.0,BA***,52.56,***-***-1-01,#na#
***-***-5252,U***,30.0,***-***-00.0,PU***,86.21,***-***-date,
***-***-5253,Q***,20.0,***-***-00.0,NY***,47.7,***-***-3-40,bad
***-***-5254,U***,30.0,***-***-00.0,MU***,0.53,***-***-1-01,avg
***-***-5255,F***,35.0,***-***-00.0,MU***,18.19,***-***-3-40,???
***-***-5256,S***,30.0,***-***-00.0,CH***,91.14,***-***-5-10,
***-***-5257,O***,999.0,***-***-00.0,CH***,93.43,***-***-date,bad
***-***-5258,Y***,-5.0,***-***-00.0,HY***,38.87,***-***-3-40,
***-***-5259,Y***,-5.0,***-***-00.0,LO***,,***-***-date,#na#
***-***-5260,P***,30.0,***-***-00.0,HY***,49.64,***-***-5-10,
***-***-5261,E***,30.0,***-***-00.0,KO***,36.06,***-***-3-40,excellent!!!
***-***-5262,V***,-5.0,***-***-00.0,CH***,57.43,***-***-1-01,good
***-***-5263,C***,999.0,***-***-00.0,BA***,68.66,,avg
***-***-5264,F***,-5.0,***-***-00.0,MU***,67.17,***-***-1-01,bad
***-***-5265,A***,30.0,***-***-00.0,BA***,4.36,***-***-5-10,???
***-***-5266,R***,35.0,***-***-00.0,KO***,92.35,,excellent!!!
***-***-5267,M***,30.0,***-***-00.0,CH***,44.48,,excellent!!!
***-***-5268,F***,35.0,,MU***,82.87,***-***-3-40,good
***-***-5269,C***,30.0,***-***-00.0,NY***,68.62,***-***-5-10,avg
***-***-5270,,20.0,***-***-00.0,LO***,17.96,***-***-1-01,avg
***-***-5271,Q***,-5.0,,MU***,3.86,***-***-date,avg
***-***-5272,H***,,***-***-00.0,DE***,87.43,,good
***-***-5273,O***,999.0,***-***-00.0,BA***,57.81,,#na#
***-***-5274,E***,25.0,,BA***,61.18,***-***-date,good
***-***-5275,N***,25.0,***-***-00.0,LO***,56.41,***-***-3-40,#na#
***-***-5276,P***,,,BA***,24.74,***-***-3-40,avg
***-***-5277,V***,,***-***-00.0,NY***,63.76,***-***-1-01,avg
***-***-5278,V***,-5.0,***-***-00.0,NY***,48.33,***-***-1-01,#na#
***-***-5279,N***,-5.0,***-***-00.0,CH***,66.82,***-***-3-40,
***-***-5280,Y***,40.0,***-***-00.0,HY***,,***-***-date,
***-***-5281,K***,40.0,***-***-00.0,PU***,61.61,***-***-3-40,
***-***-5282,M***,-5.0,***-***-00.0,LO***,10.66,***-***-3-40,excellent!!!
***-***-5283,K***,999.0,,HY***,52.46,,
***-***-5284,,999.0,***-***-00.0,BA***,77.2,***-***-3-40,#na#
