order_id,customer_id,email,phone,order_amount,quantity,discount_pct,order_date,status,product_category,product_name,payment_type,shipping_country
ORD-10363,CUST-2625,vl***@gmail.com,***-***-1269,3563.84,7,20,2023-02-26,Pending,Toys,P***,Cash,MASKED_19d3326f
ORD-10364,CUST-7484,nu***@outlook.com,***-***-5646,2666.24,8,10,2024-06-19,Refunded,Clothing,J***,PayPal,MASKED_6cc98ba2
ORD-10365,CUST-7412,xk***@company.io,***-***-1845,1380.82,7,20,2023-03-16,Processing,Home & Garden,R***,Debit Card,MASKED_6cc98ba2
ORD-10366,CUST-9907,eg***@company.io,***-***-3138,1266.7,10,15,2023-10-12,Refunded,Toys,B***,Debit Card,MASKED_3a52f3c2
ORD-10367,CUST-2817,fv***@company.io,***-***-3323,6942.2,10,10,2022-09-26,Processing,Home & Garden,S***,Credit Card,MASKED_0f177369
ORD-10368,CUST-3945,km***@gmail.com,***-***-1515,5182.4,8,0,2022-12-18,Shipped,Toys,P***,Cash,MASKED_24d22e03
ORD-10369,CUST-8890,ng***@gmail.com,***-***-5822,653.19,3,15,2024-02-03,Delivered,Electronics,T***,Cash,MASKED_6cc98ba2
ORD-10370,CUST-7275,er***@yahoo.com,***-***-7126,905.1,10,25,2024-04-19,Pending,Home & Garden,R***,Debit Card,MASKED_7516fd43
ORD-10371,CUST-6388,kp***@hotmail.com,***-***-6268,3313.14,6,5,2023-07-30,Pending,Sports,B***,Barter,MASKED_24d22e03
ORD-10372,CUST-7272,fo***@company.io,***-***-1292,1449.42,3,25,2024-03-13,Cancelled,Home & Garden,S***,Bank Transfer,MASKED_11aedd0e
ORD-10373,CUST-8447,an***@enterprise.net,***-***-7126,1695.82,7,20,2022-04-16,Pending,Books,S***,Credit Card,MASKED_7516fd43
ORD-10374,CUST-1860,***@***.***,***-***-5985,-115.77,1,0,2022-09-28,Shipped,Books,C***,Bank Transfer,MASKED_11aedd0e
ORD-10375,CUST-5322,pd***@outlook.com,***-***-6783,1476.32,8,20,2024-05-05,Processing,Books,S***,Credit Card,MASKED_76423d83
ORD-10376,CUST-9265,fr***@yahoo.com,***-***-7317,4207.68,8,15,2024-06-07,Cancelled,Food,T***,Debit Card,MASKED_6cc98ba2
ORD-10377,CUST-2377,he***@hotmail.com,***-***-7503,1296.84,6,20,2023-03-18,cancelled,Home & Garden,P***,Credit Card,MASKED_0f177369
ORD-10378,CUST-4911,cq***@company.io,***-***-4710,462.31,1,20,2023-03-16,Refunded,Sports,B***,Bank Transfer,MASKED_6cc98ba2
ORD-10379,CUST-6002,tw***@yahoo.com,***-***-2137,3840.2,10,5,2022-07-11,Shipped,Clothing,D***,Debit Card,MASKED_7516fd43
ORD-10380,CUST-3741,ie***@yahoo.com,***-***-2638,1690.36,4,10,2024-04-03,Refunded,Food,P***,Bank Transfer,MASKED_0f177369
ORD-10381,CUST-5003,gm***@enterprise.net,***-***-6888,2404.68,6,5,2024-02-02,Pending,Toys,A***,Bank Transfer,MASKED_76423d83
ORD-10382,CUST-6685,xl***@gmail.com,***-***-3410,3644.0,8,15,2023-11-29,Processing,Sports,T***,PayPal,MASKED_24d22e03
ORD-10383,CUST-3256,mb***@outlook.com,***-***-3540,44.67,1,0,2024-01-01,Shipped,BOOKS,S***,Debit Card,MASKED_6cc98ba2
ORD-10384,CUST-6283,fm***@yahoo.com,***-***-4268,3813.18,7,10,2022-05-19,Delivered,Clothing,S***,Debit Card,MASKED_11aedd0e
ORD-10385,CUST-7721,hy***@gmail.com,***-***-7896,2714.4,8,0,2024-02-13,Processing,Sports,T***,PayPal,MASKED_3a52f3c2
ORD-10386,CUST-5426,qx***@gmail.com,***-***-2595,72.3,1,10,2023-08-03,Delivered,Toys,B***,Credit Card,MASKED_76423d83
ORD-10387,CUST-9516,  ***@outlook.com  ,***-***-8761,7045.2,10,0,2024-05-02,Cancelled,Electronics,T***,Bank Transfer,MASKED_7516fd43
ORD-10388,CUST-8871,kz***@outlook.com,***-***-9076,1478.52,9,10,2023-11-15,Shipped,Clothing,D***,Bank Transfer,MASKED_76423d83
ORD-10389,CUST-9244,vd***@outlook.com,***-***-7399,2418.06,6,20,2022-03-06,Processing,Food,O***,PayPal,MASKED_24d22e03
ORD-10390,CUST-6703,su***@company.io,***-***-1736,7643.8,10,0,2024-05-22,Refunded,Toys,A***,Debit Card,MASKED_76423d83
ORD-10391,CUST-2194,ym***@outlook.com,***-***-1482,480.05,5,5,2022-11-25,Pending,Clothing,D***,Bank Transfer,MASKED_c86ee0d9
ORD-10392,CUST-9955,gl***@outlook.com,***-***-9653,3723.84,6,15,2022-07-14,Processing,Home & Garden,C***,Bank Transfer,MASKED_19d3326f
ORD-10393,CUST-9856,qo***@gmail.com,***-***-5749,1506.48,8,10,2023-02-04,Refunded,Toys,B***,Credit Card,MASKED_c86ee0d9
ORD-10394,CUST-1528,ng***@hotmail.com,***-***-6481,2621.6,5,0,2022-05-23,Processing,Sports,T***,PayPal,MASKED_7516fd43
ORD-10395,CUST-4690,by***@outlook.com,***-***-5971,TBD,1,5,2022-01-22,Pending,Home & Garden,S***,Debit Card,MASKED_19d3326f
ORD-10396,CUST-1949,ob***@yahoo.com,***-***-1164,2112.24,6,5,2023-02-27,1,Beauty,F***,Cash,MASKED_7516fd43
ORD-10397,CUST-9907,vb***@hotmail.com,***-***-6848,131.44,2,5,2023-03-31,Refunded,Electronics,H***,PayPal,MASKED_19d3326f
ORD-10398,CUST-7101,ng***@yahoo.com,***-***-8213,unknown,9,25,2024-02-22,Delivered,Sports,Y***,Credit Card,MASKED_0f177369
ORD-10399,CUST-6698,hj***@company.io,***-***-5301,149.45,5,20,2022-08-10,Pending,Electronics,H***,Cash,MASKED_6cc98ba2
ORD-10400,CUST-8656,uo***@yahoo.com,***-***-5598,MISSING,3,25,2022-10-08,Pending,Beauty,L***,Cash,MASKED_11aedd0e
ORD-10401,CUST-1959,kq***@gmail.com,***-***-6145,1603.62,9,0,2023-03-28,Processing,Toys,B***,PayPal,MASKED_11aedd0e
ORD-10402,CUST-6789,fe***@enterprise.net,***-***-4845,89.05,5,10,2022-04-22,Pending,Food,T***,Bank Transfer,MASKED_76423d83
ORD-10403,CUST-5817,fo***@gmail.com,***-***-1730,6034.16,8,10,2022-06-03,Cancelled,Clothing,T***,Credit Card,MASKED_24d22e03
ORD-10404,CUST-9982,nu***@hotmail.com,***-***-2986,7184.34,9,20,2024-03-28,Pending,Home & Garden,C***,Bank Transfer,MASKED_19d3326f
ORD-10405,CUST-6766,gv***@company.io,***-***-8932,2048.9,7,20,2022-08-24,Delivered,Food,V***,Debit Card,MASKED_24d22e03
ORD-10406,CUST-7858,gx***@company.io,***-***-2654,137.58,1,5,2024-06-09,Pending,Books,B***,Credit Card,MASKED_c86ee0d9
ORD-10407,CUST-7699,nn***@hotmail.com,***-***-8138,4561.14,6,10,2024-02-15,Delivered,Clothing,J***,Debit Card,MASKED_24d22e03
ORD-10408,CUST-9326,xp***@outlook.com,***-***-6219,6465.15,9,5,2022-05-27,Pending,Clothing,J***,Bank Transfer,MASKED_19d3326f
ORD-10409,CUST-1448,wi***@gmail.com,***-***-4197,5446.08,9,0,591582,Pending,Sports,R***,Debit Card,MASKED_11aedd0e
ORD-10410,CUST-6359,nv***@company.io,***-***-8429,2333.0,4,25,2024-01-24,Cancelled,Beauty,M***,PayPal,MASKED_7516fd43
ORD-10411,CUST-4065,yu***@hotmail.com,***-***-4253,1003.12,8,25,2024-06-15,Pending,Beauty,F***,Debit Card,MASKED_7516fd43
ORD-10412,CUST-9031,mp***@hotmail.com,***-***-9903,2680.2,5,15,2022-10-30,Pending,Beauty,L***,Credit Card,MASKED_11aedd0e
ORD-10413,CUST-6295,ir***@enterprise.net,***-***-7412,-285.46,7,15,2023-03-12,Delivered,Beauty,P***,Credit Card,MASKED_11aedd0e
ORD-10414,CUST-1326,iv***@gmail.com,***-***-6460,1457.82,3,10,2024-02-25,Cancelled,Food,C***,Credit Card,MASKED_19d3326f
ORD-10415,CUST-9627,nz***@company.io,***-***-8944,677.16,many,0,2022-06-10,Shipped,Home & Garden,P***,Credit Card,MASKED_3a52f3c2
ORD-10416,CUST-9875,hd***@yahoo.com,***-***-7408,147.14,7,5,2024-05-01,Cancelled,Home & Garden,P***,PayPal,MASKED_6cc98ba2
ORD-10417,CUST-7265,hf***@hotmail.com,***-***-7106,3669.66,9,20,2024-01-02,Pending,Electronics,T***,Debit Card,MASKED_24d22e03
ORD-10418,CUST-7605,ul***@hotmail.com,***-***-4808,286.76,4,0,2024-02-25,Delivered,Electronics,H***,Bank Transfer,MASKED_11aedd0e
ORD-10419,CUST-8913,ar***@company.io,***-***-2334,MISSING,6,0,2023-03-12,Refunded,Toys,L***,Bank Transfer,MASKED_c86ee0d9
ORD-10420,CUST-5820,nd***@enterprise.net,***-***-6281,702.42,2,20,2024-06-29,completed,Electronics,S***,Debit Card,MASKED_c86ee0d9
ORD-10421,CUST-4074,ru***@enterprise.net,***-***-8513,-91.21,1,10,2022-04-07,Pending,Sports,T***,Bank Transfer,MASKED_24d22e03
ORD-10422,CUST-5173,jo***@company.io,***-***-4319,6147.6,10,0,2023-08-30,unknown,Books,F***,Debit Card,MASKED_11aedd0e
ORD-10423,CUST-3400,od***@yahoo.com,***-***-1004,310.44,4,10,2022-03-21,Pending,Books,S***,Cash,MASKED_0f177369
ORD-10424,CUST-8163,in***@hotmail.com,***-***-5104,2852.6,5,25,2022-05-04,Cancelled,Beauty,S***,PayPal,MASKED_c86ee0d9
ORD-10425,CUST-6085,wu***@gmail.com,***-***-0000,1439.46,9,0,2023-09-14,Shipped,Electronics,L***,PayPal,MASKED_0f177369
ORD-10426,CUST-1625,zs***@gmail.com,***-***-7890,5822.19,9,25,2024-01-24,Processing,Beauty,L***,Credit Card,MASKED_6cc98ba2
ORD-10427,CUST-3772,ls***@enterprise.net,***-***-1232,4312.2,6,25,2023-02-17,  Cancelled  ,Clothing,T***,Credit Card,MASKED_3a52f3c2
ORD-10428,CUST-2483,cl***@enterprise.net,***-***-6201,194.86,2,20,2023-10-04,dispatched,Books,S***,Credit Card,MASKED_3a52f3c2
ORD-10429,CUST-5249,cs***@hotmail.com,***-***-9026,2350.59,3,10,2023-08-16,7,Toys,B***,Cash,MASKED_0f177369
ORD-10430,CUST-5230,  ***@outlook.com  ,***-***-2889,5578.74,9,20,2023-11-06,Refunded,Books,S***,Bank Transfer,MASKED_c86ee0d9
ORD-10431,CUST-9958,io***@gmail.com,***-***-8478,671.9,5,20,2023-08-13,Refunded,Food,V***,Bank Transfer,MASKED_0f177369
ORD-10432,CUST-1467,sp***@company.io,***-***-9586,3236.0,10,5,2023-08-05,Processing,Home & Garden,L***,PayPal,MASKED_7516fd43
ORD-10433,CUST-3525,ud***@company.io,***-***-1081,1161.38,2,15,2022-06-13,  Refunded  ,Clothing,T***,Bank Transfer,MASKED_19d3326f
ORD-10434,CUST-7956,xr***@hotmail.com,***-***-6683,4313.58,6,15,2023-11-17,Refunded,Beauty,F***,Credit Card,MASKED_3a52f3c2
ORD-10435,CUST-7292,ji***@yahoo.com,***-***-5668,551.74,7,10,2026-06-10,Refunded,Books,B***,Credit Card,MASKED_11aedd0e
ORD-10436,CUST-1893,***@***.***,***-***-2899,2385.95,7,20,2024-04-06,Delivered,Beauty,F***,PayPal,MASKED_0f177369
ORD-10437,CUST-7050,zc***@hotmail.com,***-***-5852,268.86,6,0,2023-07-10,Canceled,Toys,A***,PayPal,MASKED_3e8d115e
ORD-10438,CUST-4999,lh***@company.io,***-***-1665,-229.86,8,0,2022-12-01,Shipped,Beauty,M***,Debit Card,MASKED_24d22e03
ORD-10439,CUST-4993,  ***@outlook.com  ,***-***-8748,3902.67,9,5,2024-02-18,Delivered,Clothing,J***,Debit Card,MASKED_11aedd0e
ORD-10440,CUST-8547,ke***@hotmail.com,***-***-6386,2919.45,5,20,2023-02-03,Delivered,Electronics,S***,Credit Card,MASKED_3e8d115e
ORD-10441,CUST-5781,us***@gmail.comhna,***-***-8657,2686.59,9,0,2022-06-09,Cancelled,Toys,R***,Debit Card,MASKED_24d22e03
ORD-10442,CUST-3926,lz***@enterprise.net,***-***-7693,917.48,2,200,2024-02-09,Processing,Toys,P***,Cash,MASKED_11aedd0e
ORD-10443,CUST-6473,qr***@hotmail.com,***-***-2610,MISSING,5,15,2023-08-18,Refunded,Toys,P***,Bank Transfer,MASKED_6cc98ba2
ORD-10444,CUST-7378,qd***@company.io,***-***-3644,595.66,1,15,2023-01-13,Refunded,Home & Garden,L***,Debit Card,MASKED_0f177369
ORD-10445,CUST-2144,db***@enterprise.net,***-***-7657,599.01,3,20,2023-04-27,Delivered,Home & Garden,S***,Bank Transfer,MASKED_11aedd0e
ORD-10446,CUST-2697,qn***@outlook.com,***-***-2831,4417.0,7,25,2022-06-23,Shipped,Clothing,D***,PayPal,MASKED_c86ee0d9
ORD-10447,CUST-3425,fc***@outlook.com,***-***-7076,610.25,1,20,2023-01-07,Refunded,Home & Garden,P***,PayPal,MASKED_c86ee0d9
ORD-10448,CUST-9467,sr***@hotmail.com,***-***-6639,5378.76,9,25,2022-06-09,Cancelled,Sports,T***,PayPal,MASKED_19d3326f
ORD-10449,CUST-6840,wm***@hotmail.com,***-***-1199,1043.5,2,25,2024-05-16,Cancelled,Toys,A***,Debit Card,MASKED_3e8d115e
ORD-10450,CUST-3993,qy***@enterprise.net,***-***-8472,3194.15,5,5,2022-02-11,Cancelled,Electronics,H***,Cash,MASKED_11aedd0e
ORD-10451,CUST-2196,tx***@hotmail.com,***-***--NOW,258.49,1,15,2022-07-22,Pending,Clothing,S***,Cash,MASKED_3a52f3c2
ORD-10452,CUST-9070,op***@yahoo.com,***-***-8918,3381.56,7,20,2022-10-18,Refunded,Food,P***,PayPal,MASKED_19d3326f
ORD-10453,CUST-8261,  ***@enterprise.net  ,***-***-3992,1481.22,2,5,2024-03-08,Pending,Home & Garden,L***,Debit Card,MASKED_11aedd0e
ORD-10454,CUST-7830,***@domain.comdgd,***-***-8732,7065.18,9,10,2023-01-15,Processing,Sports,R***,PayPal,MASKED_3e8d115e
ORD-10455,CUST-7265,io***@company.io,***-***-4267,2069.16,6,5,2023-09-25,Cancelled,Toys,P***,PayPal,MASKED_76423d83
ORD-10456,CUST-7144,es***@gmail.com,***-***-6614,910.84,4,10,2023-07-05,Shipped,Clothing,D***,PayPal,MASKED_76423d83
ORD-10457,CUST-5271,wb***@company.io,***-***-1358,5502.78,9,5,120158,Pending,Food,P***,PayPal,MASKED_0f177369
ORD-10458,CUST-9657,if***@company.io,***-***-8163,5115.92,8,0,2023-06-01,Shipped,Home & Garden,C***,Bank Transfer,MASKED_11aedd0e
ORD-10459,CUST-8630,***@***.***,***-***-6413,4585.84,7,0,2022-07-06,ERROR,Toys,R***,PayPal,MASKED_0f177369
ORD-10460,CUST-4282,kh***@company.io,***-***-3500,2569.38,6,5,2024-03-02,Processing,Beauty,L***,PayPal,MASKED_c86ee0d9
ORD-10461,CUST-4817,ny***@outlook.com,***-***-8203,5549.95,7,0,2024-05-04,Delivered,Clothing,T***,Bank Transfer,MASKED_3a52f3c2
ORD-10462,CUST-4434,***@***.***,***-***-6871,268.98,2,25,2022-11-21,Delivered,Beauty,L***,Debit Card,MASKED_76423d83
ORD-10463,CUST-7384,gc***@gmail.com,***-***-6296,262052.88,2,0,2022-05-25,TBD,Toys,A***,Cash,MASKED_7516fd43
ORD-10464,CUST-2792,es***@gmail.com,***-***-6014,4223.22,6,15,2023-10-03,Shipped,Books,T***,Cash,MASKED_3e8d115e
ORD-10465,CUST-2086,ix***@hotmail.com,***-***-9793,677.62,2,15,2022-05-18,Cancelled,Electronics,L***,PayPal,MASKED_0f177369
ORD-10466,CUST-2724,dr***@yahoo.com,***-***-5933,3550.5,5,10,2023-12-29,6,Food,T***,Cash,MASKED_19d3326f
ORD-10467,CUST-8877,ij***@outlook.com,***-***-7646,85.86,6,15,2022-08-08,Delivered,Sports,T***,PayPal,MASKED_19d3326f
ORD-10468,CUST-5306,tr***@outlook.com,***-***-1416,3670.8,6,20,2022-05-10,Pending,Food,O***,Bank Transfer,MASKED_76423d83
ORD-10469,CUST-4255,sd***@enterprise.net,***-***-3486,2487.4,4,20,2024-05-30,Cancelled,Clothing,S***,Credit Card,MASKED_19d3326f
ORD-10470,CUST-8667,fy***@yahoo.com,***-***-1005,5008.71,7,0,2022-09-15,Refunded,Toys,R***,PayPal,MASKED_3a52f3c2
ORD-10471,CUST-5525,td***@hotmail.com,***-***-3487,366.42,6,5,2023-03-31,Processing,Clothing,J***,PayPal,MASKED_7516fd43
ORD-10472,CUST-8643,ic***@company.io,***-***-8983,MISSING,5,10,2022-08-19,Cancelled,Clothing,T***,Credit Card,MASKED_24d22e03
ORD-10473,CUST-2656,wr***@hotmail.com,***-***-9109,426.36,6,5,2023-08-29,Delivered,Toys,B***,Credit Card,MASKED_0f177369
ORD-10474,CUST-7451,ny***@enterprise.net,***-***-8212,3403.5,10,15,2023-08-11,Cancelled,Beauty,M***,Bank Transfer,MASKED_6cc98ba2
ORD-10475,CUST-5074,oa***@hotmail.com,***-***-8507,1710.84,6,25,2023-10-13,Shipped,Electronics,S***,Debit Card,MASKED_19d3326f
ORD-10476,CUST-4050,tu***@hotmail.com,***-***-8953,4002.7,10,10,2022-12-12,Delivered,Toys,B***,Debit Card,MASKED_c86ee0d9
ORD-10477,CUST-3388,cp***@outlook.com,***-***-7500,4777.57,7,5,2023-01-30,Pending,Toys,B***,Cash,MASKED_24d22e03
ORD-10478,CUST-1340,zl***@hotmail.com,***-***-4149,993.65,5,15,2022-07-10,Cancelled,Clothing,S***,Bank Transfer,MASKED_24d22e03
ORD-10479,CUST-3109,sz***@company.io,***-***-9771,2549.88,4,10,2022-04-18,Cancelled,Beauty,L***,PayPal,MASKED_19d3326f
ORD-10480,CUST-6806,gv***@enterprise.net,***-***-5128,167.1,3,200,2022-01-29,Refunded,Home & Garden,C***,Bank Transfer,MASKED_6cc98ba2
ORD-10481,CUST-2163,fl***@gmail.com,***-***-3641,2832.12,6,25,2022-07-19,Processing,Books,C***,Debit Card,MASKED_c86ee0d9
ORD-10482,CUST-5268,***@***.***,***-***-2336,617.04,8,10,2023-04-08,Pending,Electronics,S***,PayPal,MASKED_7516fd43
ORD-10483,CUST-3898,bj***@enterprise.net,***-***-9312,1445.34,3,5,2024-04-13,Delivered,Electronics,L***,none,MASKED_7516fd43
ORD-10484,CUST-8338,yc***@enterprise.net,***-***-6543,5996.34,9,5,2023-01-10,Processing,Clothing,J***,Bank Transfer,MASKED_3a52f3c2
ORD-10485,CUST-4292,jx***@outlook.com,***-***-4244,4247.25,7,10,2023-10-04,Delivered,Beauty,S***,Bank Transfer,MASKED_6cc98ba2
ORD-10486,CUST-1773,ac***@hotmail.com,***-***-9810,429.76,7,0,2024-04-23,Refunded,Clothing,D***,Cash,MASKED_19d3326f
ORD-10487,CUST-1077,js***@enterprise.net,***-***-7388,1479.66,2,5,2023-01-16,Delivered,Books,F***,Debit Card,MASKED_c86ee0d9
ORD-10488,CUST-7479,rw***@enterprise.net,***-***-3111,503.1,1,25,2023-12-08,Processing,Home & Garden,S***,Credit Card,MASKED_76423d83
ORD-10489,CUST-9158,bn***@yahoo.com,***-***-8683,3041.68,4,15,2022-04-22,Pending,BOOKS,S***,Credit Card,MASKED_6cc98ba2
ORD-10490,CUST-1232,tu***@outlook.com,***-***-6736,238.74,6,15,2022-07-25,Refunded,Books,F***,Bank Transfer,MASKED_6cc98ba2
ORD-10491,CUST-9753,nf***@company.io,***-***-6270,661.78,2,10,2022-02-09,Processing,Books,F***,Debit Card,MASKED_7516fd43
ORD-10492,CUST-7325,ov***@enterprise.net,***-***-8367,6000.64,8,25,2022-09-01,Refunded,Beauty,S***,Cash,MASKED_11aedd0e
ORD-10493,CUST-7590,  ***@outlook.com  ,***-***-7648,6138.81,9,15,2024-06-23,Delivered,Toys,P***,Bank Transfer,MASKED_0f177369
ORD-10494,CUST-6028,  ***@hotmail.com  ,***-***-2780,2120.86,7,20,2023-10-30,Delivered,Beauty,P***,gift card,MASKED_6cc98ba2
ORD-10495,CUST-7584,fo***@yahoo.com,***-***-6185,704153.63,10,15,2022-09-09,Refunded,Electronics,S***,Bank Transfer,MASKED_3e8d115e
ORD-10496,CUST-6039,uc***@outlook.com,***-***-8317,2299.74,3,15,2022-12-13,Refunded,Electronics,S***,PayPal,MASKED_11aedd0e
ORD-10497,CUST-8813,ew***@gmail.com,***-***-6937,2666.23,7,15,2023-08-22,Cancelled,Clothing,J***,Bank Transfer,MASKED_7516fd43
ORD-10498,CUST-2361,ii***@company.io,***-***-7844,1424.52,6,5,2023-01-09,Shipped,Food,O***,Cash,MASKED_11aedd0e
ORD-10499,CUST-1314,ie***@hotmail.com,***-***-7226,134.9,10,15,2022-02-06,Refunded,electronics,H***,Bank Transfer,MASKED_3e8d115e
ORD-10500,CUST-3105,wu***@gmail.com,***-***-3901,46.58,2,10,2022-03-08,Processing,Toys,R***,Debit Card,MASKED_76423d83
ORD-10501,CUST-2733,st***@gmail.com,***-***-3272,3779.82,6,5,2024-02-03,Pending,Clothing,J***,Credit Card,MASKED_76423d83
ORD-10502,CUST-2003,ug***@yahoo.com,***-***-2303,MISSING,10,5,2022-07-22,Shipped,Electronics,S***,Cash,MASKED_24d22e03
ORD-10503,CUST-5111,sb***@enterprise.net,***-***-1114,892.6,5,25,2024-06-30,Refunded,Home & Garden,P***,PayPal,MASKED_c86ee0d9
ORD-10504,CUST-2079,bi***@outlook.com,***-***-6227,MISSING,6,15,2023-01-02,Refunded,Clothing,D***,PayPal,MASKED_0f177369
ORD-10505,CUST-1401,iz***@outlook.com,***-***-3447,2370.06,7,15,2023-01-10,Pending,Sports,B***,Debit Card,MASKED_c86ee0d9
ORD-10506,CUST-3618,ck***@enterprise.net,***-***-2736,5306.91,7,0,2022-11-28,Refunded,Books,B***,Cash,MASKED_11aedd0e
ORD-10507,CUST-8758,nm***@gmail.com,***-***-7832,896.43,3,5,2022-08-03,Shipped,Books,S***,PayPal,MASKED_0f177369
ORD-10508,CUST-9670,iu***@hotmail.com,***-***-5358,2607.2,10,0,2023-04-06,Delivered,Sports,D***,PayPal,MASKED_c86ee0d9
ORD-10509,CUST-2972,mf***@enterprise.net,***-***-4193,3065.56,4,20,2023-03-16,Cancelled,Toys,B***,Debit Card,MASKED_6cc98ba2
ORD-10510,CUST-8470,hf***@yahoo.com,***-***-8427,1499.68,2,10,2026-05-01,Cancelled,Beauty,L***,PayPal,MASKED_7516fd43
ORD-10511,CUST-9383,wo***@enterprise.net,***-***-3160,363.1,10,15,2022-03-07,Pending,Clothing,J***,Debit Card,MASKED_76423d83
ORD-10512,CUST-9980,cj***@yahoo.com,***-***-2888,3900.4,7,10,2023-03-16,Processing,Books,F***,Cash,MASKED_7516fd43
ORD-10513,CUST-7798,mb***@gmail.com,***-***-1589,1981.6,5,5,2022-08-24,Cancelled,Electronics,T***,Credit Card,MASKED_3e8d115e
ORD-10514,CUST-7432,wn***@enterprise.net,***-***-1472,4313.1,6,15,2023-09-10,Refunded,Clothing,S***,Bank Transfer,MASKED_3a52f3c2
ORD-10515,CUST-6913,bu***@gmail.com,***-***-4765,6552.0,10,20,2024-06-30,Shipped,Books,S***,Cash,MASKED_7516fd43
ORD-10516,CUST-2757,fe***@gmail.com,***-***-1183,267.0,4,10,2022-01-01,Shipped,Sports,B***,Bank Transfer,MASKED_24d22e03
ORD-10517,CUST-4353,bf***@enterprise.net,***-***-1497,1841.3,5,15,2022-06-28,Pending,Books,F***,Credit Card,MASKED_3a52f3c2
ORD-10518,CUST-5601,sh***@outlook.com,***-***-4321,1535.5,2,10,2022-01-25,Refunded,Food,P***,Debit Card,MASKED_3a52f3c2
ORD-10519,CUST-7115,zb***@outlook.com,***-***-9859,3503.6,8,5,2022-11-25,Refunded,Food,P***,Bank Transfer,MASKED_c86ee0d9
ORD-10520,CUST-3691,mj***@outlook.com,***-***-3376,6211.17,9,20,2022-12-16,in-transit,Beauty,L***,Cash,MASKED_c86ee0d9
ORD-10521,CUST-9570,ck***@hotmail.com,***-***-6752,6748.74,9,25,2023-02-22,Refunded,Home & Garden,S***,Debit Card,MASKED_0f177369
ORD-10522,CUST-2582,sx***@gmail.com,***-***-5846,1743.44,4,0,2026-03-07,Processing,Books,F***,Credit Card,MASKED_11aedd0e
ORD-10523,CUST-9050,kj***@hotmail.com,***-***-1508,382.9,10,10,2023-12-19,Delivered,Food,V***,Cash,MASKED_76423d83
ORD-10524,CUST-8688,qj***@outlook.com,***-***-8392,1181.4,6,5,2023-09-21,Delivered,Beauty,M***,Credit Card,MASKED_c86ee0d9
ORD-10525,CUST-2258,ln***@hotmail.com,***-***-1093,2325.03,3,15,2024-03-05,Refunded,Electronics,S***,Bank Transfer,MASKED_7516fd43
ORD-10526,CUST-9604,fw***@outlook.com,***-***-2742,149.31,7,15,2023-05-01,Pending,Sports,R***,Bank Transfer,MASKED_19d3326f
ORD-10527,CUST-9944,bg***@company.io,***-***-2094,1438.6,4,25,2022-07-09,Cancelled,Beauty,S***,Credit Card,MASKED_19d3326f
ORD-10528,CUST-4091,fh***@hotmail.com,***-***-4508,5135.76,8,0,2022-06-26,Delivered,Electronics,S***,Cash,MASKED_76423d83
ORD-10529,CUST-5300,wd***@gmail.com,***-***-1703,4502.4,6,10,2024-03-10,Delivered,Books,F***,Debit Card,MASKED_3e8d115e
ORD-10530,CUST-1654,pw***@outlook.com,***-***-8610,1858.41,3,25,2024-04-06,Shipped,Beauty,P***,Cash,MASKED_24d22e03
ORD-10531,CUST-2031,wm***@enterprise.net,***-***-5734,4455.09,9,20,2023-06-10,  Shipped  ,Toys,B***,PayPal,MASKED_3a52f3c2
ORD-10532,CUST-8580,ze***@company.io,***-***-5775,1005.3,6,25,2022-09-10,Processing,Home & Garden,C***,PayPal,MASKED_c86ee0d9
ORD-10533,CUST-5539,gm***@company.io,***-***-5353,2932.24,8,0,2023-03-14,Refunded,Food,V***,Cash,MASKED_76423d83
ORD-10534,CUST-1981,kd***@gmail.com,***-***-5541,713.59,1,10,2023-03-17,Processing,Food,O***,Debit Card,MASKED_24d22e03
ORD-10535,CUST-8528,jg***@yahoo.com,***-***-5578,1264.69,7,0,2022-01-04,Processing,Sports,R***,Bank Transfer,MASKED_24d22e03
ORD-10536,CUST-7355,***@domain.comvkx,***-***-3367,401.73,1,25,2022-03-21,Cancelled,Beauty,S***,Debit Card,MASKED_6cc98ba2
ORD-10537,CUST-7241,ik***@hotmail.com,***-***-8296,2794.2,10,15,2022-04-02,Delivered,Home & Garden,P***,PayPal,MASKED_3a52f3c2
ORD-10538,CUST-2298,xg***@outlook.com,***-***-5803,403.2,9,5,2024-05-29,Delivered,Sports,R***,Debit Card,MASKED_3a52f3c2
ORD-10539,CUST-3928,eb***@gmail.com,***-***-7044,437.78,2,25,2022-07-03,Processing,Beauty,F***,Debit Card,MASKED_3a52f3c2
ORD-10540,CUST-5575,wt***@yahoo.com,***-***-2800,2767.32,6,25,2022-09-12,Processing,Electronics,S***,Credit Card,MASKED_76423d83
ORD-10541,CUST-9576,al***@yahoo.com,***-***-9187,MISSING,7,5,2024-04-04,Pending,Beauty,L***,Credit Card,MASKED_24d22e03
ORD-10542,CUST-3291,dx***@outlook.com,***-***-3331,6334.7,10,0,2022-08-21,Delivered,Toys,B***,Bank Transfer,MASKED_6cc98ba2
ORD-10543,CUST-5816,jf***@company.io,***-***-1663,469.77,7,15,2022-03-11,CANCELLED,Food,P***,Debit Card,MASKED_11aedd0e
ORD-10544,CUST-8541,zd***@company.io,***-***-7028,3838.92,6,0,2024-03-31,Cancelled,Books,C***,Credit Card,MASKED_0f177369
